97. [katedra=KFY, predmet=FYA2, semestr=LS, typ=Pr]
98. [katedra=KFY, predmet=FYA2, semestr=LS, typ=Pr]
99. [katedra=KFY, predmet=FYA2, semestr=LS, typ=Pr]
100. [katedra=KFY, predmet=FYA2, semestr=LS, typ=Pr]
101. [katedra=KFY, predmet=FYA2, semestr=LS, typ=Cv]
102. [katedra=KFY, predmet=FYA3, semestr=LS, typ=Pr]
103. [katedra=KFY, predmet=FYA3, semestr=LS, typ=Cv]
104. [katedra=KFY, predmet=FYPL, semestr=ZS, typ=Pr]
105. [katedra=KFY, predmet=FYPL, semestr=ZS, typ=Cv]
106. [katedra=KFY, predmet=FYSV, semestr=ZS, typ=Pr]
107. [katedra=KFY, predmet=FYSV, semestr=ZS, typ=Cv]
108. [katedra=KFY, predmet=FYSV, semestr=ZS, typ=Cv]
109. [katedra=KFY, predmet=FYTV, semestr=LS, typ=Pr]
110. [katedra=KFY, predmet=FYTV, semestr=LS, typ=Cv]
111. [katedra=KFY, predmet=IPL, semestr=LS, typ=Pr]
112. [katedra=KFY, predmet=IPL, semestr=LS, typ=Cv]
113. [katedra=KFY, predmet=MFM, semestr=LS, typ=Cv]
114. [katedra=KFY, predmet=MFT, semestr=ZS, typ=Pr]
115. [katedra=KFY, predmet=MFT, semestr=ZS, typ=Cv]
116. [katedra=KFY, predmet=MTP, semestr=LS, typ=Pr]
117. [katedra=KFY, predmet=MTP, semestr=LS, typ=Cv]
118. [katedra=KFY, predmet=OFMM, semestr=LS, typ=Cv]
119. [katedra=KFY, predmet=OFYT, semestr=LS, typ=Cv]
120. [katedra=KFY, predmet=PRJ2, semestr=LS, typ=Cv]
121. [katedra=KFY, predmet=PRJ3, semestr=ZS, typ=Cv]
122. [katedra=KFY, predmet=SOS, semestr=LS, typ=Cv]
123. [katedra=KFY, predmet=SPFT, semestr=LS, typ=Cv]
124. [katedra=KIV, predmet=ACS, semestr=LS, typ=Cv]
125. [katedra=KIV, predmet=ACS1, semestr=ZS, typ=Pr]
126. [katedra=KIV, predmet=ACS1, semestr=ZS, typ=Pr]
127. [katedra=KIV, predmet=ACS1, semestr=ZS, typ=Cv]
128. [katedra=KIV, predmet=ACS1, semestr=ZS, typ=Cv]
129. [katedra=KIV, predmet=ACS1, semestr=ZS, typ=Cv]
130. [katedra=KIV, predmet=ACS2, semestr=LS, typ=Pr]
131. [katedra=KIV, predmet=ACS2, semestr=LS, typ=Cv]
132. [katedra=KIV, predmet=ADS, semestr=LS, typ=Cv]
133. [katedra=KIV, predmet=AM, semestr=LS, typ=Cv]
134. [katedra=KIV, predmet=AOS, semestr=ZS, typ=Pr]
135. [katedra=KIV, predmet=AOS, semestr=ZS, typ=Cv]
136. [katedra=KIV, predmet=APG, semestr=ZS, typ=Pr]
137. [katedra=KIV, predmet=APG, semestr=ZS, typ=Cv]
138. [katedra=KIV, predmet=ASWI, semestr=LS, typ=Pr]
139. [katedra=KIV, predmet=ASWI, semestr=LS, typ=Pr]
140. [katedra=KIV, predmet=ASWI, semestr=LS, typ=Cv]
141. [katedra=KIV, predmet=ASWI, semestr=LS, typ=Cv]
142. [katedra=KIV, predmet=ASWI, semestr=LS, typ=Cv]
143. [katedra=KIV, predmet=ASWI, semestr=LS, typ=Cv]
144. [katedra=KIV, predmet=ASWI, semestr=LS, typ=Cv]
145. [katedra=KIV, predmet=AZS, semestr=ZS, typ=Pr]
146. [katedra=KIV, predmet=AZS, semestr=ZS, typ=Cv]
147. [katedra=KIV, predmet=BPINI, semestr=LS, typ=Cv]
148. [katedra=KIV, predmet=BZINF, semestr=LS, typ=Cv]
149. [katedra=KIV, predmet=BZVT, semestr=LS, typ=Cv]
150. [katedra=KIV, predmet=DB, semestr=LS, typ=Cv]
151. [katedra=KIV, predmet=DB, semestr=LS, typ=Cv]
152. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Pr]
153. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Pr]
154. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Pr]
155. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Pr]
156. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Pr]
157. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Pr]
158. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Cv]
159. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Cv]
160. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Cv]
161. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Cv]
162. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Cv]
163. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Cv]
164. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Cv]
165. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Cv]
166. [katedra=KIV, predmet=DB1, semestr=ZS, typ=Cv]
167. [katedra=KIV, predmet=DB2, semestr=LS, typ=Pr]
168. [katedra=KIV, predmet=DB2, semestr=LS, typ=Pr]
169. [katedra=KIV, predmet=DB2, semestr=LS, typ=Cv]
170. [katedra=KIV, predmet=DB2, semestr=LS, typ=Cv]
171. [katedra=KIV, predmet=DB2, semestr=LS, typ=Cv]
172. [katedra=KIV, predmet=DB2, semestr=LS, typ=Cv]
173. [katedra=KIV, predmet=DB2, semestr=LS, typ=Cv]
174. [katedra=KIV, predmet=DB2, semestr=LS, typ=Cv]
175. [katedra=KIV, predmet=DB2, semestr=LS, typ=Cv]
176. [katedra=KIV, predmet=DIP, semestr=LS, typ=Cv]
177. [katedra=KIV, predmet=DIP, semestr=LS, typ=Cv]
178. [katedra=KIV, predmet=DS, semestr=ZS, typ=Pr]
179. [katedra=KIV, predmet=DS, semestr=ZS, typ=Pr]
180. [katedra=KIV, predmet=DS, semestr=ZS, typ=Cv]
181. [katedra=KIV, predmet=DS, semestr=ZS, typ=Cv]
182. [katedra=KIV, predmet=DS, semestr=ZS, typ=Cv]
183. [katedra=KIV, predmet=DS, semestr=ZS, typ=Cv]
184. [katedra=KIV, predmet=DTP1, semestr=LS, typ=Pr]
185. [katedra=KIV, predmet=DTP1, semestr=LS, typ=Cv]
186. [katedra=KIV, predmet=ECS, semestr=LS, typ=Cv]
187. [katedra=KIV, predmet=ERM, semestr=LS, typ=Cv]
188. [katedra=KIV, predmet=FIA, semestr=ZS, typ=Pr]
189. [katedra=KIV, predmet=FIA, semestr=ZS, typ=Cv]
190. [katedra=KIV, predmet=FIN, semestr=LS, typ=Cv]
191. [katedra=KIV, predmet=FJP, semestr=ZS, typ=Pr]
192. [katedra=KIV, predmet=FJP, semestr=ZS, typ=Pr]
193. [katedra=KIV, predmet=FJP, semestr=ZS, typ=Cv]
194. [katedra=KIV, predmet=FJP, semestr=ZS, typ=Cv]
195. [katedra=KIV, predmet=FJP, semestr=ZS, typ=Cv]
196. [katedra=KIV, predmet=FJP, semestr=ZS, typ=Cv]
197. [katedra=KIV, predmet=FJP, semestr=ZS, typ=Cv]
198. [katedra=KIV, predmet=GRG, semestr=ZS, typ=Pr]
199. [katedra=KIV, predmet=GRG, semestr=ZS, typ=Cv]
200. [katedra=KIV, predmet=ICP, semestr=LS, typ=Pr]
201. [katedra=KIV, predmet=ICP, semestr=LS, typ=Cv]
202. [katedra=KIV, predmet=IPS, semestr=LS, typ=Cv]
203. [katedra=KIV, predmet=ISW, semestr=LS, typ=Pr]
204. [katedra=KIV, predmet=ISW, semestr=LS, typ=Cv]
205. [katedra=KIV, predmet=JET, semestr=LS, typ=Pr]
206. [katedra=KIV, predmet=JET, semestr=LS, typ=Pr]
207. [katedra=KIV, predmet=JET, semestr=LS, typ=Cv]
208. [katedra=KIV, predmet=JET, semestr=LS, typ=Cv]
209. [katedra=KIV, predmet=JET, semestr=LS, typ=Cv]
210. [katedra=KIV, predmet=JUI, semestr=ZS, typ=Pr]
211. [katedra=KIV, predmet=JUI, semestr=ZS, typ=Cv]
212. [katedra=KIV, predmet=JXT, semestr=LS, typ=Pr]
213. [katedra=KIV, predmet=JXT, semestr=LS, typ=Cv]
214. [katedra=KIV, predmet=JXT, semestr=LS, typ=Cv]
215. [katedra=KIV, predmet=JXT, semestr=LS, typ=Cv]
216. [katedra=KIV, predmet=KH, semestr=LS, typ=Cv]
217. [katedra=KIV, predmet=KPG, semestr=LS, typ=Pr]
218. [katedra=KIV, predmet=KPG, semestr=LS, typ=Cv]
219. [katedra=KIV, predmet=KPG, semestr=LS, typ=Cv]
220. [katedra=KIV, predmet=KSW, semestr=LS, typ=Cv]
221. [katedra=KIV, predmet=LA, semestr=LS, typ=Pr]
222. [katedra=KIV, predmet=LA, semestr=LS, typ=Cv]
223. [katedra=KIV, predmet=LA, semestr=LS, typ=Cv]
224. [katedra=KIV, predmet=LA, semestr=LS, typ=Cv]
225. [katedra=KIV, predmet=LA, semestr=LS, typ=Cv]
226. [katedra=KIV, predmet=LOA, semestr=ZS, typ=Pr]
227. [katedra=KIV, predmet=LOA, semestr=ZS, typ=Cv]
228. [katedra=KIV, predmet=LS, semestr=LS, typ=Pr]
229. [katedra=KIV, predmet=LS, semestr=LS, typ=Cv]
230. [katedra=KIV, predmet=LS, semestr=LS, typ=Cv]
231. [katedra=KIV, predmet=MAF, semestr=LS, typ=Pr]
232. [katedra=KIV, predmet=MAF, semestr=LS, typ=Cv]
233. [katedra=KIV, predmet=MHS, semestr=LS, typ=Pr]
234. [katedra=KIV, predmet=MHS, semestr=LS, typ=Pr]
235. [katedra=KIV, predmet=MHS, semestr=LS, typ=Pr]
236. [katedra=KIV, predmet=MHS, semestr=LS, typ=Pr]
237. [katedra=KIV, predmet=MHS, semestr=LS, typ=Pr]
238. [katedra=KIV, predmet=MHS, semestr=LS, typ=Cv]
239. [katedra=KIV, predmet=MHS, semestr=LS, typ=Cv]
240. [katedra=KIV, predmet=MKZ, semestr=LS, typ=Pr]
241. [katedra=KIV, predmet=MKZ, semestr=LS, typ=Cv]
242. [katedra=KIV, predmet=MKZ, semestr=LS, typ=Cv]
243. [katedra=KIV, predmet=MRF, semestr=ZS, typ=Pr]
244. [katedra=KIV, predmet=MRF, semestr=ZS, typ=Cv]
245. [katedra=KIV, predmet=NET, semestr=LS, typ=Pr]
246. [katedra=KIV, predmet=NET, semestr=LS, typ=Cv]
247. [katedra=KIV, predmet=NET, semestr=LS, typ=Cv]
248. [katedra=KIV, predmet=NET, semestr=LS, typ=Cv]
249. [katedra=KIV, predmet=NIS, semestr=LS, typ=Cv]
250. [katedra=KIV, predmet=NIS, semestr=LS, typ=Cv]
251. [katedra=KIV, predmet=NMS, semestr=ZS, typ=Pr]
252. [katedra=KIV, predmet=NMS, semestr=ZS, typ=Cv]
253. [katedra=KIV, predmet=NSA, semestr=LS, typ=Pr]
254. [katedra=KIV, predmet=NSA, semestr=LS, typ=Cv]
255. [katedra=KIV, predmet=OINI, semestr=LS, typ=Cv]
256. [katedra=KIV, predmet=OINI, semestr=LS, typ=Cv]
257. [katedra=KIV, predmet=OINIB, semestr=LS, typ=Cv]
258. [katedra=KIV, predmet=OPSWI, semestr=ZS, typ=Cv]
259. [katedra=KIV, predmet=OS, semestr=ZS, typ=Pr]
260. [katedra=KIV, predmet=OS, semestr=ZS, typ=Pr]
261. [katedra=KIV, predmet=OS, semestr=ZS, typ=Cv]
262. [katedra=KIV, predmet=OS, semestr=ZS, typ=Cv]
263. [katedra=KIV, predmet=PC, semestr=ZS, typ=Pr]
264. [katedra=KIV, predmet=PC, semestr=ZS, typ=Pr]
265. [katedra=KIV, predmet=PC, semestr=ZS, typ=Pr]
266. [katedra=KIV, predmet=PC, semestr=ZS, typ=Pr]
267. [katedra=KIV, predmet=PC, semestr=ZS, typ=Pr]
268. [katedra=UJP, predmet=A3, semestr=ZS, typ=Cv]
269. [katedra=KIV, predmet=PC, semestr=ZS, typ=Pr]
270. [katedra=KIV, predmet=PC, semestr=ZS, typ=Cv]
271. [katedra=KIV, predmet=PC, semestr=ZS, typ=Cv]
272. [katedra=KIV, predmet=PC, semestr=ZS, typ=Cv]
273. [katedra=KIV, predmet=PC, semestr=ZS, typ=Cv]
274. [katedra=KIV, predmet=PC, semestr=ZS, typ=Cv]
275. [katedra=KIV, predmet=PC, semestr=ZS, typ=Cv]
276. [katedra=KIV, predmet=PCS, semestr=LS, typ=Cv]
277. [katedra=KIV, predmet=PD, semestr=ZS, typ=Pr]
278. [katedra=KIV, predmet=PD, semestr=ZS, typ=Pr]
279. [katedra=KIV, predmet=PD, semestr=ZS, typ=Cv]
280. [katedra=KIV, predmet=PD, semestr=ZS, typ=Cv]
281. [katedra=KIV, predmet=PD, semestr=ZS, typ=Cv]
282. [katedra=KIV, predmet=PD, semestr=ZS, typ=Cv]
283. [katedra=KIV, predmet=PD, semestr=ZS, typ=Cv]
284. [katedra=KIV, predmet=PDA, semestr=LS, typ=Cv]
285. [katedra=KIV, predmet=PDS, semestr=LS, typ=Pr]
286. [katedra=KIV, predmet=PDS, semestr=LS, typ=Pr]
287. [katedra=KIV, predmet=PDS, semestr=LS, typ=Cv]
288. [katedra=KIV, predmet=PDS, semestr=LS, typ=Cv]
289. [katedra=KIV, predmet=PG, semestr=LS, typ=Cv]
290. [katedra=KIV, predmet=PGS, semestr=LS, typ=Pr]
291. [katedra=KIV, predmet=POT, semestr=LS, typ=Pr]
292. [katedra=KIV, predmet=PGS, semestr=LS, typ=Pr]
293. [katedra=KIV, predmet=PGS, semestr=LS, typ=Pr]
294. [katedra=KIV, predmet=PGS, semestr=LS, typ=Pr]
295. [katedra=KIV, predmet=PGS, semestr=LS, typ=Pr]
296. [katedra=KIV, predmet=PGS, semestr=LS, typ=Cv]
297. [katedra=KIV, predmet=PGS, semestr=LS, typ=Cv]
298. [katedra=KIV, predmet=PGS, semestr=LS, typ=Cv]
299. [katedra=KIV, predmet=PGS, semestr=LS, typ=Cv]
300. [katedra=KIV, predmet=PGS, semestr=LS, typ=Cv]
301. [katedra=KIV, predmet=PGS, semestr=LS, typ=Cv]
302. [katedra=KIV, predmet=PH, semestr=LS, typ=Pr]
303. [katedra=KIV, predmet=PH, semestr=LS, typ=Cv]
304. [katedra=KIV, predmet=PIA, semestr=ZS, typ=Pr]
305. [katedra=KIV, predmet=PIA, semestr=ZS, typ=Pr]
306. [katedra=KIV, predmet=PIA, semestr=ZS, typ=Cv]
307. [katedra=KIV, predmet=PIA, semestr=ZS, typ=Cv]
308. [katedra=KIV, predmet=PIA, semestr=ZS, typ=Cv]
309. [katedra=KIV, predmet=PIA, semestr=ZS, typ=Cv]
310. [katedra=KIV, predmet=PIA, semestr=ZS, typ=Cv]
311. [katedra=KIV, predmet=POKR, semestr=LS, typ=Pr]
312. [katedra=KIV, predmet=POKR, semestr=LS, typ=Cv]
313. [katedra=KIV, predmet=POKR, semestr=LS, typ=Cv]
314. [katedra=KIV, predmet=POT, semestr=LS, typ=Pr]
315. [katedra=KIV, predmet=POT, semestr=LS, typ=Pr]
316. [katedra=KIV, predmet=PGS, semestr=LS, typ=Pr]
317. [katedra=KIV, predmet=POT, semestr=LS, typ=Pr]
318. [katedra=KIV, predmet=POT, semestr=LS, typ=Pr]
319. [katedra=KIV, predmet=POT, semestr=LS, typ=Pr]
320. [katedra=KIV, predmet=POT, semestr=LS, typ=Pr]
321. [katedra=KIV, predmet=POT, semestr=LS, typ=Cv]
322. [katedra=KIV, predmet=POT, semestr=LS, typ=Cv]
323. [katedra=KIV, predmet=POT, semestr=LS, typ=Cv]
324. [katedra=KIV, predmet=POT, semestr=LS, typ=Cv]
325. [katedra=KIV, predmet=POT, semestr=LS, typ=Cv]
326. [katedra=KIV, predmet=POT, semestr=LS, typ=Cv]
327. [katedra=KIV, predmet=POT, semestr=LS, typ=Cv]
328. [katedra=KIV, predmet=POT, semestr=LS, typ=Cv]
329. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Pr]
330. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Pr]
331. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Pr]
332. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Pr]
333. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
334. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
335. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
336. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
337. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
338. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
339. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
340. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
341. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
342. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
343. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
344. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
345. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
346. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
347. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
348. [katedra=KIV, predmet=PPA1, semestr=ZS, typ=Cv]
349. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Pr]
350. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Pr]
351. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Pr]
352. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Pr]
353. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Pr]
354. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Pr]
355. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
356. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
357. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
358. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
359. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
360. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
361. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
362. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
363. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
364. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
365. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
366. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
367. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
368. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
369. [katedra=KIV, predmet=PPA2, semestr=LS, typ=Cv]
370. [katedra=KIV, predmet=PPR, semestr=ZS, typ=Pr]
371. [katedra=KIV, predmet=PPR, semestr=ZS, typ=Pr]
372. [katedra=KIV, predmet=PPR, semestr=ZS, typ=Cv]
373. [katedra=KIV, predmet=PPR, semestr=ZS, typ=Cv]
374. [katedra=KIV, predmet=PRJ2, semestr=LS, typ=Se]
375. [katedra=KIV, predmet=ZEP, semestr=LS, typ=Pr]
376. [katedra=KIV, predmet=PRJ3, semestr=ZS, typ=Se]
377. [katedra=KIV, predmet=PRJ4, semestr=LS, typ=Se]
378. [katedra=KIV, predmet=PRJ5, semestr=ZS, typ=Se]
379. [katedra=KIV, predmet=PRJ5, semestr=ZS, typ=Cv]
380. [katedra=KIV, predmet=PRO, semestr=ZS, typ=Pr]
381. [katedra=KIV, predmet=PRO, semestr=ZS, typ=Cv]
382. [katedra=KIV, predmet=PRO, semestr=ZS, typ=Cv]
383. [katedra=KIV, predmet=PRO, semestr=ZS, typ=Cv]
384. [katedra=KIV, predmet=PSDS, semestr=LS, typ=Cv]
385. [katedra=KIV, predmet=PSDS, semestr=LS, typ=Cv]
386. [katedra=KIV, predmet=PSI, semestr=LS, typ=Pr]
387. [katedra=KIV, predmet=PSI, semestr=LS, typ=Pr]
388. [katedra=KIV, predmet=PSI, semestr=LS, typ=Cv]
389. [katedra=KIV, predmet=PSI, semestr=LS, typ=Cv]
390. [katedra=KIV, predmet=PSI, semestr=LS, typ=Cv]
391. [katedra=KIV, predmet=PSI, semestr=LS, typ=Cv]
392. [katedra=KIV, predmet=PSI, semestr=LS, typ=Cv]
393. [katedra=KIV, predmet=PT, semestr=ZS, typ=Pr]
394. [katedra=KIV, predmet=PT, semestr=ZS, typ=Pr]
395. [katedra=KIV, predmet=PT, semestr=ZS, typ=Pr]
396. [katedra=KIV, predmet=PT, semestr=ZS, typ=Pr]
397. [katedra=KIV, predmet=PT, semestr=ZS, typ=Pr]
398. [katedra=KIV, predmet=PT, semestr=ZS, typ=Pr]
399. [katedra=KIV, predmet=PT, semestr=ZS, typ=Cv]
400. [katedra=KIV, predmet=PT, semestr=ZS, typ=Cv]
401. [katedra=KIV, predmet=PT, semestr=ZS, typ=Cv]
402. [katedra=KIV, predmet=PT, semestr=ZS, typ=Cv]
403. [katedra=KIV, predmet=PT, semestr=ZS, typ=Cv]
404. [katedra=KIV, predmet=PT, semestr=ZS, typ=Cv]
